id,name
ccb9e3624404af6e2ec52e3a39d5358a7,Extensible
c36d17f2291ddbf6cb71693d0d0ac9a3c,and Object-Oriented Database Systems
c523a8681903bcf53bace35316c86fe33,Iterators
cf58b558dab5437b170ae3c49cabfd93d,Complex Query Evaluation Plans
c60f6cbf7707bdf06149ca3eecd6da5bf,Set Matching Algorithms
cd86bae57ea5ec23788b730b29ce7e722,Sort-Hash Duality
c027921bc15a48f3e3a2c38adb5663742,Dynamic Query Evaluation Plans
c7161273ab565dbe388c0dec010bd6c43,Operator Model of Parallelization
c1c501f65a338df42b5f259b7d0903373,Parallel Algorithms
c5ebca6d9027184378aa95cd13a3b9626,Emerging Database Application Domains
ccc5d90569e1c8313c2b1c2aab1401174,September
c92e639d3d5951901965d62b0075096c6,Wolfie
c8af0f5c3edad8d8e158ff27b9f03afac,Learning
ca4704fd35f0308287f2937ba3eccf5fe,The
c1de0cc94f381baa599628e43cbf815e0,Several
c1d17cb9923b99f823da9f5a16dc460e5,Department
c181900dad960beccb34f53c4e0ff4647,Computer
ced048ecb34024ea59fc19f53a6e55372,Sciences
cac579bdd709aac10eef3672da2151064,Comparative
c66c153dffffacb388f200aadb1dba1fd,Traditionally
c3897b7e19d693c2555dc02e33c3f72de,expert system
c0e23b00f4cf250343b932db6c147d5e7,operations system
cbd6aac0607722eefb1b9c79b034b35a9,real-time monitoring
c75501ebe47909929fcc2b6fe8541595c,causal models
c24f5e1353558af5555203395ccee1175,Qualitative
c6719658521aa3b81bf4fbbb4b085998d,Commonsense
c4f76a9a57d76ee277a3334513e0c92da,Could
cc8a787feee668f698f47e3dad6e88abd,The Spatial Semantic Hierarchy
cadbea8abd2b9d7e42e912318c9962e24,Qportrait
cfd69c5cf902969e6fb71d043085ddee6,Results
c05aeba473f4906b85c7627ba045e890a,Experiment
ceae639a70006feff484a39363c977e24,Domain
c6e0d8d1239cb1f2a2d1c495c6b2fbf61,Prism
c74575b23d5305310e904f87eb02ff980,Benchmark
c39e61d57e9209611edd4f884e9e47c11,For
caada29daee1d64ed0fe907043855cb7e,Two
cc21f94bde3dcc2354b4d64b92d82b5c9,Monte
c2a5a93caf31cbc3e2b9073d7e7c7dd70,Carlo
c3d6237b7105f7861804038f71dd6a550,Independence
ced5dea09095f671b801bee34ea28a319,Permission
c4b74ce8aa6f3f2a4b7661e5386727ed8,Key words: Bias
cf70cf526b32d5c73a944d9850b898355,generalization
c75e4d7d5ed80f2bb4c31b6b5a8dfc04b,inductive learning
c4ec11f77959aa210715c570615c2c517,conservation law of generalization
cc6d1054297d790309069f1eaad03290e,Neural Network Machine Learning Laboratory World-Wide Web: http://axon
c23e1bef1e2fd14b812974507b2862dad,Neural Network Machine Learning Laboratory World-Wide Web: http://axon.cs
c6cccbbddbd8bc0654b0ae2b61fa2c946,Neural Network Machine Learning Laboratory World-Wide Web: http://axon.cs.byu
c014f2d79a668b9a3f8fe6ec8acda6722,Neural Network Machine Learning Laboratory World-Wide Web: http://axon.cs.byu.edu  Key words: exemplar
c0517409e7f284918978d3b4715a24077,nearest neighbor
c0416ec83c462b4cf701f238a232e92fd,instance-based learning
c6e4e50e38fdf94b800891c532bf2f5e7,pruning
c63f69c7f958795918b41fbcd71a8c811,classification
cdbd1d39db6a02c12d8934123bb2153e9,Alewife
cf447ac856e7e72435904956e3b15f433,Region
c4d70254b3a8e2bc38b6147fa6ee813be,Library
cc076e4fd1559721e171432e66b70a487,Motivation
c6070c50fbf0860ece540ba003386b27b,Boosting
c00b18c913b33fadf282636d1005e6725,Ensemble Averaging
c0312d03745ebb81310750702d5dea1eb,Mixture of Experts
c17ffd0ef72f7221866283fdda8cb13f7,PAC Learning
ca7b261cffcb91a7b49b72db93b2d0b5b,Regression Estimators
c82cc40e511dff1d8762a2bad249848ac,Time series
c489ce18e2a9d9c96cc68cf2283ab5fbc,Runing head: Biasing Neural Networks Keywords: Imposing Bias on NN
c988f62c7de623c3c3118a4b03d575cef,Multiple Task Training
ca49caba389480a6444ca610bc95b6b9e,Transfer in NN
cd4c1a1d866413440ecbd3cba7da8548c,Key words: Face recognition
c87a926fa02814f839f65d546ba199187,Interest points
ced9f98665dc9109ece82c491b6613c54,Symmetry operator
c8ddf793655a47d1de2721e32313ebf36,Artificial
cbc83e5040eb0fecf47cfacaa19297b4b,Neural
ceec89088ee408b80387155272b113256,Network
c99442e94b8aedfaff00e0752719ee7b9,Based
cff369645ae48b998d76f05eafc6c9778,Noise Injection
cf733feceb99d9efb4e1dee5e0f2deea5,Combining Estimators
cd43e4f06a56ce0918ace437dc42ec644,Pattern Classification
c82f6be9d6372dc22a316074cf5f9fe25,Two Spiral Problem Clinical Data Analysis
c93b35952d0f7a6db338dc3cbc4e43df7,Bayesian
c3410e876b1d9070072a6d868c2ea1b08,I/O costs
c627087bd7b87bf459235e616782e864a,Editor: Keywords: data warehouse
c9c4cf325b83d8c0f6f2f0e73ad839457,data consistency
cf114e9e554a7a4345bbefd386435ad18,view maintenance
cffeb4fc5dd5990de8a7996682c739337,data warehouses
c73ee52721c776e368c6f151a598f68c2,materialized views
c90d6d53a98e35cf1f82204ae3ec905b7,index selection
cbe5d5d37542d75f93a87094459f76678,and
c4475404a8e17049853e83d014a833ca1,Rising
c2d5910513ffd90ae13abc145b0806bf5,Derivational
c0819eb30cc2cd18cf6b02042458c5da1,Case
c0dfcf23e6610dd9ef6092e4cfedd7c07,Given
cdb5eb84117d06047c97c9a0191b5fffe,Support
c57dea6f5039281b7fee517fc43bf3110,Vector
c47c954121886a5e5aaca7eece461b56f,Machine
cba19a4e1fc95c073bcc3e70a27bc2e6d,Communication networks
cf152a41501b4203be12acfe6ecbb498e,concurrent computing
c23e76c64b88a2be945bd9e38aac2e009,message-passing multiprocessors
c19fc833ffe525d768089c7327a6e73d5,parallel processing
cf891cf28b7b7f694c2fc13900cc097c3,VLSI
c4c2a8fe7eaf24721cc7a9f0175115bd4,Message
cda9a282bb73782e65519341e726bed9e,Driven
cd41142bc02387f74ecbd1b7ac93ad012,Semantic
c21021ea0e52be8e9c599f4dff41e5be0,Feature
c2fb9d2117d6859403f0c0006311570e6,decision trees
c22fc4f79e25284f0112eb399bdb020a4,Fossil
c8f7ba58961e0fe40cfda61b412537fba,Intelligence
c1e984dbe12c8a779526c498701b8bc73,Knowledge
ca1c4eb450799cb3f30c400d0201414e7,Discovery
ced057d620862f47fc733e5924d89a5d8,Bagging
c1d07814d12178c958e4233501cb0bdc7,Sampling
cc531c613b81400870871e60c6de75e2b,Diversity
cc200c21241fa58ddb8d0804c48e960f8,THE LEARNING PARADIGM
c5ae7fb3197b6fd8c723c7766a5680e2e,Many
c9afc92486c373ac35f7be39094316a36,scalable network
cdcc59d8b549b3c2b072aaab3560b7519,off-line routing
c7ff705aaf4000b2bc64cce359c29d228,Harnessing
c5eef2922bee262fba019bc051ab7de8c,Processors
c089691cab1488b0feaa57d0fd151210c,Advances
c49b9284d2cf6a3f2300eac3e7802d351,Compilers
ce6bec5bc048c16f28ba341f878ce654e,Grant
c1309ae30201ba18bb0fdc17fb203c7e6,sign and learning environment presently under development
ced36a1ef76a59ee3f15180e0441188ad,Any
c8c16cbebef45d87fd2b36ce69f46c526,Distributed
cc7c29966cedca22d62bc4815410b8f69,Consensus
c0407c27180c9b019e644e8ad4c6a9324,Acknowledgements
ce997164d28e898ea31623bb42fc343e8,Transaction-time
ce13223a79bb5368bfed002e1dbaa2869,data models
c695633290d050f31cec0c9d4bd4a57fe,snapshots
c5c9c665908e970ad218c01c19e328216,timeslice
ce1faba7ac7607fae397536ecbb04ab7f,indexing
cec92338454e01e5879d531c66fa83bbb,incremental computation
c9c218a4b61726a7e94f2c627d7ff5ab9,Error Recovery Protocols
c60692ac4b29f7f181feb908005f8ad38,ARQ
c043f6b48c2e0a2a5192e3c5a4d3f2b26,Go-back-N
c815bdfea0fd40befbbf000419b10c799,Window Flow Control
c30665d312a8cbf99c3b6ee5c53dc3aca,Key Words: Shared memory multiprocessors
c93f3ba614b97c37560d023849d8cfea0,Execution-driven simulation
c7cbcfdcf87d8f0574f5da2f08f881e2c,Communication overheads
cc67ad715f61c55552c7b3eae1bccf050,latency tol erating techniques
c26580239d43f65ab9e44760226fd2306,synchronization
cf90dd47c7faf9c90fdfcb084b94fc5bb,Cache coherence protocols
cf5b329d5f0cbdf7bcb584193b8613fa0,Performance measurements
ced5eace1bd098cdced7685864b09c291,Clay
cc8205c7636e728d448c2774e6a4a944b,Internet
cf5a7924e621e84c9280a9a27e1bcb7f6,World
ca0ce26efd4738b4a8699a1db82c50d2a,Speculative
cf5798b58cdb67cc9370cbbea667c2425,formal specification
cd8c6f18b21e2a586a7dd1ca30ad572bf,interactive system design
ca8dce6630ef552d588e0fbe509545b2b,multi-user systems
c43961a39820251b0619d726915bfb0ad,mixed control interaction
ce7c770a61dbdf81ca922ae0260e327c1,Wide
ce48cc1d6de3fcc1aa091284ed706b2fb,Information Visualization
c47324bb669e33ff18ed02e4361ad9c99,World Wide Web
c266a9140df315e9ce427ce42960c8f8c,Hypertext
cae94f80b3ce82062a5dd7815daa04f9d,Complete
c497031794414a552435f90151ac3b54b,Object
c5a35edab0f2bf86dfa3901baa8c235dc,Oriented
c0106b620687d71bcc1981f2737f7fdb8,Model-based user-interface generation
c03c2e7e41ffc181a4e84080b4710e81e,New
c20b64398de39c78c1a1e91fbff9c5b2c,mobile robotics
c55c1920476cbf4c9e621d560535318fe,teleautonomy
caa7f53fc1d857b6e6aafd01e63e8d4d6,feedback control
cd4cc096d148f61230f67c6a72db9398c,GOMS
c16d1034d74164e0d782a4f32f3af3698,Usability
c80bfd26d45327aedb6d9d049a5b151fd,User Interface Design Environment
ca3bc910ac9ad599a5dd6eab32483f077,Interface Evaluation
cb802a6607c7c7fcea0d253ee3b99b2ed,Formal Models of the User
cdd14f9c54fcb95efab4364a1bfe0cd48,UIMS
c799723f39baf497704a3d39e7c03555f,Laplacian
c7679a031a6d06cd7cb185549d365bd8d,Computing Reviews Category C
c554a3a6c599712c7c85457af69ede552,Computing Reviews Category C.2 (Computer-Communication Networks)
c4296eefb440b8ecd06f3672034c05577,Computing Reviews Category C.2 (Computer-Communication Networks).Keywords: distributed computing
c66098970e4357dd62009bc7d2bde9335,distributed databases
c0bfa6cc2d893ad94ba66511282242557,network management
cf5ef7e94c38f27211d8a0a1f1f4fad20,topology update
cef3b209be94f84a3e38cd571d52d4568,routing
c832b64944eab4d40bd15c304d8d52efa,Relaxation
c50c60ac437e4d4ef19c77bdca5bbcf3b,University
c9ac31dfb3a2f5b994f4009eb0a3c0949,Pennsylvania
c16788ee9867e5a2089d3f0ec9cd36216,Physics-based modeling
cf24fb69a34c5f2ca122d6ea6d88847e7,Volumetric de-formable models
cb335048db15be4579eaf89653bdf92ae,Left ventricle (LV)
cd02aa9719af1cb82daa8b514347d5315,Intuitive parameters
c20f3eb767828dd57ff10a1c5dac37b45,Quantitative shape and motion analysis
c68f7f833d4c4c4240816b14045e1f145,Key words: facial animation
c7b5c057fdbccf8ff09a6b9df763ace87,emotion
cb43cf1a9d0a3ef7b2b5e058aebd8354c,intonation
c8ef662aa291f367dd1cfa391b71d1330,coarticulation
c35b2f2c4a5ac9e032358b41503cc6192,conversational signals
c8964278e046e158df9acd830f2da144b,Durbin
c2fc995481e9d6bf427319cb2da009445,Willshaw
c4ec7d9a604a44d67f48d8251edbfb28f,Facial
c004bf6c9a40003140292e97330236c53,Action
c7f4e2480164840822b2ee2bbffe8eaff,Humans
c509820290d57f333403f490dde7316f4,Local
cbfd6faa2dbb028e05c435f23b26528b0,Subjective probability
c70f677a21b03c6b02f78fa6b88bd4f60,normative and descriptive mod els
cb9ed7af5e5f4359075da3c9d090fbec5,heuristics and bias
cdbf184fb8fd5950bc8c25c8151cf7f34,insufficient knowledge and resources
ca6c924647397456ab7006477393ec2ed,non-axiomatic reasoning system
c51f2b7b14433aa22c67d1f4fc18943cd,Sprite
c6d122ee3449a0ef3270d7fc17414301a,Zebra
cc8eb9b484bdb326f9efd74418dd9b1ca,That
c6b53df02056bdf393c74a5c008a6ad3b,PF NP PF NP [kdlog ne 1]
c5c63e983aba43af485fdb759bcb84bd1,then P NP
c782f86dab3644181f614dc64b9708b07,Preference
c35ba1271dff4019593d3034c929e1bbc,Logic
ce6f43c40ab1c07cd29e4e83e4ef6bf85,Programming
cc78bca49a1aa7d0da54cc8e253c59b38,Key Words: Dec
cb08f169fd08c089e3bebacc370696c61,arative semantics
ca61815f6fe8955c9d235d4082e30896b,interpretations
cac5552fd6a3c08ad22387efbe42d137d,models
c59f2da35bcc39525b87932b4cc1f3d68,debugging
c154cde15e236cd0c8374b16617605fb7,incorrectness
c8bb514ba942e8f65c6e6d77f049d0705,incompleteness
c5a1f464f32c4ab9d275fcae2f6d956ef,extensional semantics
cb53bff6b3ef14f90626e0133e42f2e7b,intensional semantics
ccc1ffa7e444f6be1c12716a819bff7e7,Key Words
c2732a90d01770225a43236dac88d8552,Key Words.Computational complexity
c3d1aaca06707cf086774052db4939f05,theory of computation
c482845aaedc8dd588643a7b42acc9cf1,machine models
ccd7240b2bedd82f5cb1683b702709687,Turing machines
c181c968a2d2235ad39bba6fe6fc3e866,random-access machines
c2faa33f84dabf8dc0a86124b26e97d2e,memory hierarchies
cbaac8207650b1095ad00f58097adef01,finite automata
c6392cf301ec9d5ae40116ec2f2843cf7,linear time
c429f8e6e19e3887fdb9b70d9195bb3fd,caching
c4d5cdaeb09f26557fe22b6ff12289344,Preliminary
c9ab545a5ce943f50e5d2f1223ddaf254,Proceedings
c6e599f7a2a9186d391be4537f105be98,Fourth
cbc366f2d0ba3d681e7a3899917c5d3de,Runtime
c482be0da5798aaaecbf7416714e6607f,Incremental
c98402eecfbcefc336954458a01752131,Parallel
c24f47cdbe9ddba774a7cc53e51d9032e,Workflow
cf2481eaec0f0951d6d9bf1f6f10c1833,Approximation Algorithms
c29f96f95c1bdcc7a7bcffd70c98ba25f,Combinatorial Optimization
ccce728dee69a65baf4e6aa6e347620d4,Fractional Set Cover
c3f857d4456c88b1732ce6fd901f7ee38,Greedy Algorithm
c075c0f39db02c85cc897c5684bfb7041,Partial Set Cover
c9c4c4252e83cc8d30ff632712ee6ac94,Set Cover
c971fd8cc345d8bd9f92e9f7d88fdf20c,Dynamic
c10847402c206e5b7f781ca96d9be132c,Cai
c9a595f97916a370f33e9899e1f361983,Selman
c52bfb302990cbb35359e0104a619ce5a,Levin
c4e97aeeaa8b15ca1180fcd1f3ac478d1,When
c1a6c44c3f2d584067dc47c52dcbaba6c,Viewlogic
cd685640410801eb03bb5dcb58186458f,Systems
cb86e128821512e7575cb4fb4a038c971,Inc
ce3be7ec98a36d10bb03caa5f9434de89,Topsy
cef087651eb482bae4624478696f4ad4f,Over
c93c4a933d869a27243edaff79379ca32,Archie
c84fcf5d37086f2a93953734ce8f385b6,Reliable
cbe55b6387170df0ca68f41225268e842,Broadcast
cf4d9eedde330952a2668ec5455700b9e,Transportable
c0ba7583639a274c434bbe6ef797115a4,Register
cc7bc717648ffa408133fa6dd65915ed9,Adding
cc5376d00573c5858adf7ed894d0491b9,Indiana
cd13bc5b68b2bd9e18f29777db17cc563,Common
c36b517451b1e50a8ef9c10c51c31c86c,Paulo
cc3d16f4bc3fabf7a155be67b96c38b83,Interaction of Formal Design Systems
c1a3d9fb18886ff88dc05b15904819db2,Diagrams
c2a2b49f6f3402dc2af87bc1e13ff0905,Ants
cd52387880e1ea22817a72d3759213819,Java
ca3fe35e80df2406043f7dfc5c69d7ba7,CR Categories: I
c32e1943cdc8ac4fa41749e2a9814f082,CR Categories: I.3
c89ff7b3eac6c616e64207194d92860a0,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques
c63123c8a6fee6512005163c2d37aebcc,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I
c591cb05eb03a7792d8c46484395fa269,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I.3
c0df13c12eda8d09b2939d9577ff3c30e,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism
cffaba45da78c2b5e9958abbd24250885,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism.I
c7a6b49b5c424cb4092e9a16323829c78,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism.I.3
c285d148a1abbf09a7e8dc6257e9edbc1,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism.I.3.8 [Computer Graphics]: Applications
c886c938d8828498dc0f25db504627469,CR Categories: I.3.6 [Computer Graphics]: Methodology and Techniques|Interaction Techniques.I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism.I.3.8 [Computer Graphics]: Applications.Keywords: Navigation
cef231d9ccb6856fb9d1006a8d1618b4f,Constrained Navigation
c817255a31f28589663eb4d8142e83301,Viewing Control
c696175166c2282e895f36030bd25568f,Camera Control
ce498749f3c42246d50b15c81c101d988,Application
cd9eff229c47c9c5880c552c1fdd6c866,procedure inlining
ccad43da07ef4d5c2d5e64cac2e6de2aa,procedure integration
c0e073ec27733f82e0e1fa3bf4479620f,compiler optimization
c4e62334d06c45a19974aa9bf656bb8bf,Conceptual Data Modelling
cbb74453723eeefe6161bbb514975c3fc,Category Theory
cd146b42d2f7101a2f2776db412c90de0,Meta Modelling
c6872f0ff045b6afb4019c8c580b5432a,Nijmegen
c9b9d8a976b42e0bd66381797644943d5,Published
cf8508f576cd3f742dfc268258dcdf0dd,Remote
cb1fb5b32986b048c09594a9abfdcca86,Index Terms: Image Representation
cca1b12f70c0a8471440324a11e4590af,Matching
c56b9951f7d788c259eb62479835f3342,Multimedia Databases
cefdc99a7a56ceb70a5aa700fdac296f8,Spatial Similarity
c467a1bb27013f10649a7db439f332881,Retrieval Algorithms
c220f17cf2abf05802b7b523c17657f04,Partitioned
caee29a47b41e6ec5d352b1a515c37e82,Optical
cf80bc338b6146b566004a046f8137c85,Passive
c1936a7ff274321e2a8c8a86aa08f3c09,Benes
c510a8cb711495bfdd04c792d2fc4b0fe,Participants
c1dd8cd8af5f736dcbb82c583a35bd0bc,Lexicon
c3a0e2c30acc6afbef30fbc5f77702473,Temporal reasoning systems
c8d01845120bec2a7dfead96446adb9c2,Point algebra
cbd5a7bfbc908fd4774cf9c931165b11f,Interval Algebra
cb6aa2ba4d5da750d50907a06f31e74fc,Ramesh
c3f05d6f38862a5b18b2eb4e867a61fb1,Using
c3a69b34ce86dacb205936a8094f6c743,Large
c29ecfc45c7bd93061222062f86d4161d,Butterfly
cd8a942ef2b04672adfafef0ad817a407,Busy
cf8320b26d30ab433c5a54546d21f414c,False
c28cb2468ce3a85b4d10668ec48f5e4d6,Scalable
cec173c24e78bb0af0d7874dc0d207afb,Loop transformations  Keywords: Parallel programming
c1cfc7123fec9b558e7ed6af7b246d5b2,parallelizing compilers
c866a929bb899963508c56fab39b3307e,loop transformations
c7f1149576833207c0c634624a5ed0b30,linear transformations
c2a19e71f83db7d0ae4b3ac961c9311b9,nonsingular transformations
ce31f19c819ed70be6d1ca067c40ab53d,Robot control
c6b3746942490632c4b8946bc3c258db8,Adaptive control
ce15470ebcc242092e448756607d0c3d4,Real time computer vision
c74d2c8a5d062ee2efc0201d67e4dc07b,Intuitionistic
c5cf73e808193af68b60d465bf312e789,Horn
c1b0ffaae3973401f71cd000ab9f7856e,Transaction
c08781b29d5ac13d64089d3da1902d0cd,Most
cacd313a04f33a05536420ccd1a68be32,Golog
ca655b6059fe48a7079fc6f575151ad84,Abbreviated title: Proving Properties of States
cd8abff400b38e5451b7a5e78d2d13309,software process modelling
c77bb92ac8bda64cc2ca572c3ec8d040c,requirements engineering
c70ba24036ea7ea8dfc4c3ab5c4b23065,organization modelling
c1935f5670eecd3c8e121b0e260292d98,actor dependency
cf0e326dae36ed16172f424f9860a2ad6,Category: Image representation
c06d850b06f4dc8370590fbd420a21419,Category: Image representation.Keywords: Grey-level image models
c1f99c0f374beed353fa5855301e0ef5e,probabilistic mixture models
c679fe1db8dc7308e44404587d0348c5e,segmentation
c95feb062d9ff9a43b1cbf6626d19aa4e,Category: Motion analysis
c7e403a98b99606b4a914f814be9933fb,Category: Motion analysis.Keywords: Optical flow
cb394056c99153e507ce4f74a9aff87c2,motion boundaries
c7f7c462d2acd5a42bebaae321fa040f3,Learning control systems
cd4764c7506ffff3b62d5530b7da0d69a,case-based reasoning
c9059130561ee2dacf45d5dcf13db1aee,flexible manufacturing
c335f3de9335dae6251252c085b5a302c,inverse kinematic task
c7ad69619bb0e78706439fcf19d78afd2,Collective
c42186b9568e986064665689944c4a1e3,Computation
cb8204a3486c8c171a6cf735fa2c521b6,Decomposition
ca63706eecfa33f67b315f978392ad7ae,Alignment
c46bcc7c4291bedb6e57fd2274442d753,Vision Agents Over Internet
cddb85a60bb6bbd122968d2a1f7136137,Key words.random-self-reductions
ca2f48de853c017b22d22cc9c97d44d7a,complexity classes
c4f17fc7e251f1435395b8dac7b5b6eb5,interactive proof systems
c296888ed36759476efb1bd7a49b1f334,program checkers
c092f2ba9f39fbc2876e64d12cd662f72,Ben
ce3dfe015076aeec6951e3dfd7c86cb54,Goldwasser
cb3cb1eefd33bb04b2a4197dffc445da3,Kilian
c68f5990bc906fecbb278798a9aa9dff7,Object recognition
cd14c3a6a95dae6b73855ca83b8eff1b9,color indexing
c7d7eef969634f97fded2530daf461f2b,image signature
c3b638399699356105f376c05a45e1f5f,boundary length estimates
c49f34c755408a89228f78967771c175f,Shen
ca9519e588ac67681d006ef28722a04ad,Theorem
c718179b3bcff69a9d3f010aca0e9901a,Hamming
cb1c94ca2fbc3e78fc30069c8d0f01680,All
cbbe51039d025b265f9790490781cb201,Turing
c10ac0270a522e137e8810cb6b782fb66,Machines
c491a4fe1e80ce62cd2b9f06b472e14aa,distributed shared memory
c013cbe5f00a9bf4ae5e296ec673159bd,memory consistency
c2c637271ff5f7c804b822a227e5f0a03,parallel programming
cd0368a8f4b4fb94213d056376ca0424a,weak memories
c06cd0a86f34cad505557e34d49939f84,Semi
c25d72fc2c168b79ae5327878e134e6cc,Markov
c5d30f54fc5f12894fd1afbf4d41c5969,Decision
c7446050b848d839fe9847073ff94cfd6,Agent
c35bf1210e6727959a7a88a00462db959,Science
c92d909e2ae45ed6c55a55088f1d46394,Integrated
c643562a9ae7099c8aabfdc93478db117,Processing
c86f5978d9b80124f509bdb71786e929e,January
c41ba70891fb6f39327d8ccb9b1dafb84,August
cee8966bcaa6a61ff54a1427fa9cbc46a,Shared Memory
caab338915e32b60e92c8de3a23aa5c5d,Operating Systems
cd443ebc4cdda647738b1712e95ee81f5,Cache Coherency
c0a2aaef32dd87de08dbd36020d3a9a23,Crash Recovery
c5243ac1adf6624534e8943a10ab04980,Volatile Logging
ce593276964d46c43e5b707325fb12b6b,Conventional
cf6203f7016db0a9944f267927356fd73,Othello
c00e6c77594614c63f1a543c7056159f9,Information Retrieval
cc86bb4c6f5c26b4c6d7b350157cbfec2,Query Pro- cessing
c7971813474da107714e72f8fd7b40a67,Complexity
c71dac3f0f562eb0fbbfdf1e456dfad3e,Empirical
c699a4e5edebb84b4e2184ab4f0ceb4b5,Petri
cf6068daa29dbb05a7ead1e3b5a48bbee,Data
c1b539f6f34e8503c97f6d3421346b63c,July
ca09a6c9ddbb0a4c473d6f0476787ad05,Significant
c5434ab49a581254ba25426f757fa054b,software process
c0b023ddd2b5acba8a5664e1e8dd6e404,software quality
c0c3e5c7f3c7561c0a7ad8589ee124102,process improvement
cda9e70f9f0a42158c1cfe2801b953d30,integrated software testing and analysis
cbc4a7da15fd5b7f9918eefd7e733ea18,Process-centered SDEs
c5f62483a188d1c0fef6b7be151751e10,wireless
c58366dcbf49cdf50d5434be8ce1b84b2,detachment
c0886b7fc9a6ba12ee91d010073b0df99,relocation
c934106eac6667c2a9c8b60ef83bbe0fc,Distributed object management
cd1bbf3a911ad61e0bceefea335d53d32,experimental evaluation
c409ac3d4c1bc0daea43e1243a0f8d72a,Finite
c975826920e100645fa7b60f265742446,Effective
c7ae22c629b256a7e845d97b98758feca,Knowledge Interchange Format
